Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
779,"@Metropoles @euleodias Tem um pessoal do interior da  Bahia recebendo uns comprimidos de oseltamivir ( o Tamiflu ) e o pessoal de postinho afirmando que é pra ficar "" livre do coronavirus por um ano",,,,,
780,Show com verba pública #coronavírus,,,,,
781,asma ou coronavírus??? 😵😵😵,,,,,
782,@wevertonrocha O senso do ridículo foi para o espaço? E se vim uma segunda onda como está tendo na Europa e faltar leitos para grávidas e acidentes automobilístico por conta de Coronavírus? Isso é de uma irresponsabilidade gigantesca.,,,,,
783,Total de casos de coronavírus a nível mundial ultrapassa os 40 milhões 🌍,,,,,
784,@TheBrandonMorse @JoeBiden Go Coronavirus!,,,,,
785,Acho que vou ficar resfriado,,,,,
786,Toda a população do País de Gales foi colocada em prisão domiciliar de fato com um novo bloqueio.\n\n Número de mortes por coronavírus ontem no País de Gales: 3. https://t.co/GuAuEO20Fo,,,,,
787,Em tempo: aos negacionista,,,,,
788,Berço do coronavírus,,,,,
789,[ SEGUE O FIO ] A crise do coronavírus acelerou e evidenciou um problema que está longe de ter solução no #jornalismo: simplesmente não existem mais vagas na indústria para os profissionais disponíveis.,,,,,
790,"Diferente de Bolsonaro, queremos o melhor para a população. Bolsonaro é um genocida #coronavírus",,,,,
791,Band põe contas em ordem e volta a pagar salários integrais  #feltrin #ooops #Televisão #Band #coronavírus   https://t.co/wL98oOb5kr via @splash_uol @UOL,,,,,
792,A cientista adverte que pessoas infectadas pelo coronavírus devem se manter isoladas de seus animais. A gata foi infectada pelo Sars-CoV-2 porque teve contato com os donos durante o período de isolamento deles bando de filha da put https://t.co/WJ6ljmDglm,,,,,
793,Vacina chinesa contra o coronavírus tem 'melhor perfil de segurança' e eficácia deve ser comprovada até o final do ano,,,,,
794,A vítima registrada nesta segunda (19) tinha 69 anos e possuía pelo menos 4 comorbidades prévias #Divinópolis https://t.co/SngaIXTrxV,,,,,
795,A UFPel conseguiu produzir soro capaz de neutralizar o Covid-19.\n\nSoro hiperimune elaborado a partir de testes com cavalos deve ser testado em humanos saudáveis.\n\nPor isso eu  defendo a Universidade pública e gratuita,,,,,
796,Covid-19 | Três novos casos nos em São Miguel incluindo criança de 5 anos https://t.co/106Oj5ctuu via @Açores 24Horas - Jornal Diário,,,,,
797,Pra q q vai testar gato pra covid-19,,,,,
798,Como um médico é tratado por apoiadores do presidente ao comemorar o seu dia paramentado contra a Covid-19 https://t.co/UZzmOBGUQa,,,,,
799,#AoVivo: Presidente @jairbolsonaro participa da abertura do U.S.-Brazil Connect Summit. O encontro promove o engajamento e a ação na cooperação econômica bilateral e reconstrução da economia em um mundo pós-crise,,,,,
800,Dr.Lucas comemorando o fim da COVID-19 em Águas lindas,,,,,
801,Bolsonaro volta a dizer que vacina contra Covid-19 não será obrigatória - https://t.co/lYkmgkCxa0 https://t.co/HmGMKon6YX,,,,,
802,Casos de covid-19 ultrapassam os 40 milhões no mundo\n\nAquilo que não dizem é que casos de H1N1 chegaram à ordem dos 60 milhões só nos EUA,,,,,
803,Vacina contra Covid-19 ñ será obrigatória...\n- morrer à la carte por @minsaude @exercitooficial @GeneralMourao  @jairbolsonaro https://t.co/BGxnUpgUk7 https://t.co/rIFWk4gNvQ,,,,,
804,Tocantins registra 138 novos casos e 4 mortes por Covid-19 https://t.co/coDTpAQgSv,,,,,
805,Bolsonaro disse agora há pouco que o MS não tornará a vacina contra a Covid-19 obrigatória. Afirmou também que a Anvisa só aprovará a imunização se houver “comprovação científica”\n\nPor fim,,,,,
806,Você tomaria a vacina chinesa contra o Covid-19?,,,,,
807,Mais da metade dos pacientes com COVID-19 que tiveram alta dos hospitais continuaram a apresentar sintomas,,,,,
808,Joseph Bandeira testa positivo para Covid-19,,,,,
809,Rede 5G da China tem mais de 600 mil estações-base\nhttps://t.co/JzWK0XHjhM\n\nA epidemia da COVID-19 acelerou a implementação das aplicações digitais,,,,,
810,Canabidiol pode reduzir problemas nos pulmões de infectados por\xa0covid-19 https://t.co/7eB99dvX85,,,,,
811,@schnwolf isso é tipo a covid 19 na furry fandom HAUSHAUHAH tem muitos que querem andar com os pop na hora do recreio.,,,,,
812,Repare nas datas. É “possível” show com adaptações,,,,,
813,"Rapaz pensa num título bem bosta. O cara estava vivendo com as ""doenças pré existentes"" dae morre de covid 19 mas a culpa não é do covid. Os jornais aqui no RS devem ficar competindo pra ver qual o mais negacionista. https://t.co/vl1ztkevCr",,,,,
814,💻O Estado possui uma plataforma onde todos podem acompanhar os números da Covid-19 no Tocantins: https://t.co/L3FAz2nKuR\n\n📝 Confira o arquivo do boletim e entenda todos os dados apresentados.,,,,,
815,Hoje o Tocantins contabilizou 138 novos casos confirmados da Covid-19,,,,,
816,@ojudeuateu Conclusão: kimetsu atualmente é mais febril que covid-19,,,,,
817,Covid-19. Ministra diz que é possível inverter agravamento da situação com medidas certas https://t.co/F8IScRIF7K https://t.co/xtN59rSyPE,,,,,
818,Portugal já fez mais de três milhões de testes à covid-19 desde o início da pandemia https://t.co/D09GHz1nKs,,,,,
819,E tem gente que ainda tem dúvidas que o COVID 19,,,,,
820,"[TRAD] 19.10.20 Falas do Dino durante a conferência de imprensa do Semicolon.\n\n""Dino disse que espera que as coisas possam melhorar e voltarem a ser como eram antes do COVID-19",,,,,
821,Manoel será desfalque na estreia de Felipão pelo Cruzeiro. \n\nO zagueiro testou positivo para Covid-19,,,,,
822,@milasdengo Oi coronavírus,,,,,
823,URGENTE: Bolsonaro reafirma que vacina da Covid-19 não será obrigatória https://t.co/98Sky1FsJM,,,,,
824,As atividades na área da Saúde já estão em andamento e vão contar com a disponibilidade de 4 mil testes para Covid-19 voltados aos indígenas https://t.co/cTFruoAAp1,,,,,
825,Bolsonaro reafirma que vacina da Covid-19 não será obrigatória\nhttps://t.co/kDkcrBwB1F,,,,,
826,Autoridades de saúde do Japão confirmaram 318 novos casos de COVID-19 na segunda-feira (19).\n\nO total de mortes foi de 2: 1 em Kyoto e 1 em Oita.  #COVID19 #Doença #Japão #Pandemia #Relatório #Saúde https://t.co/4dwO0C8f4Y https://t.co/eftN8sqUsU,,,,,
827,"próxima vez sugiro a manchete ""risco de morrer de covid-19 é inexistente"". A matéria pode explicar no conteúdo que se você viver",,,,,
828,Covid-19 é para os fracos de espírito 🙄 https://t.co/q7TpYZSH3Y,,,,,
829,O Secretário de Estado Adjunto e da Saúde,,,,,
830,@diogomainardi Esse governo é o maior aliado da covid 19.,,,,,
831,Covid-19: Portugal ultrapassou hoje 100 mil casos desde o início da pandemia https://t.co/z8ilncije3,,,,,
832,"O problema com normalizar mortes é esse: permite mais mortes. Torna fácil pros horrores das mortes pelo vírus saírem do noticiário, pra divergir recursos da saúde pública e pra os políticos futuros tratarem a próxima pandemia com ainda mais displicência.\nhttps://t.co/qSzq1TE1MP'}",,,,,
833,Bom dia a todos! Estou impressionado com a diligência do governador Dória como representante comercial da vacina chinesa. Negócio da China,,,,,
834,Dedicar a vida para cuidar do outro é um ato de amor. Os profissionais de saúde sempre foram heróis e a pandemia reforçou o quanto devem ser valorizados. Neste Dia do Médico,,,,,
835,Jorge Aragão é internado com Covid-19 em UTI de hospital no Rio de Janeiro - https://t.co/2cMnIYyKtP https://t.co/gwuF24RTAs,,,,,
836,@michael_rismo @Caomunista1395 @paulonxss @vivianemoon2020 @oatila Ué,,,,,
837,@JornalOGlobo A vacina contra a covid-19,1,vacina,Covid-19,none,none
838,Impacto da #Covid-19: Centros de acolhimento reiventam-se\n https://t.co/gcZ61nPcqi https://t.co/A1YPZVitNY,,,,,
839,Manoel testa positivo para covid-19 e desfalca o Cruzeiro na estreia de Felipão\nhttps://t.co/rX9gBbuaNh,,,,,
840,"Presidente Bolsonaro (@jairbolsonaro) reafirma que vacinação \'não será obrigatória\' e dispara críticas contra João Doria por querer forçar a vacinação obrigatória contra a praga chinesa (Coronavírus/Covid-19): \n\n- ""Está se intitulando o médico do Brasil"".\n\nhttps://t.co/FZ6m2qYC96",,,,,
841,Sou nem louco de receber as primeiras vacinas contra o covid-19 vai q da merda na maioria das pessoas,,,,,
842,AMAZONAS| O Boletim Diário Covid-19 da Fundação de Vigilância em Saúde do Amazonas (FVS-AM),,,,,
843,Salvador: ocupação de leitos clínicos pediátricos para Covid-19 chega a 100% - https://t.co/oPMSulLD7M https://t.co/gZdo0aFzF4,,,,,
844,Em meio à segunda onda de infecção por coronavírus,,,,,
845,A pandêmia do covid-19 acabou com muitas vidas,,,,,
846,Os gados progressistas falaram que isso daqui era teoria da conspiração dos americanos imperialistas mas depois do Coronavac ser desenvolvido em menos de 1 ano isso daqui se torna mais real\n\nhttps://t.co/1vVOnu5i4D,,,,,
847,O premiê belga Herman Van Rompuy é o primeiro presidente da União #duranteocoronavírus #coronavírus,,,,,
848,@mbachelet FALSA PANDEMIA https://t.co/LPaGhrgnXZ,,,,,
849,#Infográfico | Risco de COVID-19 durante viagens aéreas\n\nEmbora a recomendação seja ficar em casa sempre que possível,,,,,
850,Medir temperatura não é um fator determinante se você foi infectado com o covid-19,,,,,
851,Boletim Observatório Covid-19 Fiocruz traz análise de seis meses da pandemia no\xa0Brasil https://t.co/QsP9RqjXNi,,,,,
852,Detivemos uma mulher por violação do confinamento obrigatório a que estava sujeita no âmbito da pandemia de COVID-19,,,,,
853,Ao obrigar a população a tomar vacina restringimos sua liberdade de escolha. Assim como no caso das fake news,,,,,
854,Quem não tomar a vacina da covid-19 deveria ser proibido de frequentar locais públicos e privados e principalmente abrir mão de leitos de UTI em hospitais públicos. Sua liberdade individual não pode prejudicar o bem coletivo.,,,,,
855,[📰Notícia — Animystic]\n#AnimysticNews\nA dubladora japonesa Tomoyo Kurosawa relatou que já teve alta do hospital após contrair COVID-19 há alguns dias. https://t.co/kjkkltktXi,,,,,
856,Entenda - Inteligência Artificial garante confiabilidade maior na detecção de covid-19 - https://t.co/I40ESBXuiZ,,,,,
857,Parece que Deus se esqueceu de mim! Fatima Negrini #covid-19,-1,Covid-19,none,none,none
858,---\n\n---\n\nhttps://t.co/QcK11qebLY\n\n (NOTÍCIA 7028653)\n\n🔥 Direita segue direita\n\n💯% SDV/FB @DrBoTS2 👍\n\n💯% SDV/FB @DrBolso 👍\n\n💯% SDV/FB @alvesmimar3 👍\n\n💯% SDV/FB @hcrpsgs 👍\n\nTMJ! 🤜🤛,,,,,
859,@AlbuquerqueDavy As evidência sobre a cloroquina diziam ser ineficaz contra a COVID-19,,,,,
860,@CanaldoNegaoo @JorgedaSilva007 @jairbolsonaro Como perguntar não ofende,,,,,
861,@CNN Apesar das repetidas alegações de que eles estão comprometidos com a transparência,,,,,
862,@g1 PENSAMENTO CHINÊS\nDEZEMBRO/19: COVID \nOUTUBRO/20: VACINA CONTRA COVID\nSTONKS,,,,,
863,@KarinaHumanista @thaynaramelodf A covid-19 nao existe mais,,,,,
864,@o_antagonista E pq o povo chinês não tomou a vaChina e lá tá tendo surtos do virus chinês covid-19...,,,,,
865,@peterjordan100 Eu fui diagnosticado cm covid no mês de junho. Fiquei 15 dias doente e depois obtive a minha recuperação. É hoje com o comércio liberado,,,,,
866,#eptv1 Horario preferêncial para idosos 7:00 às  10:00 pois são grupo de risco .Fica a dúvida  e os demais fatores de risco assim como sou do grupo de risco para Covid 19. Não poderemos ir nesse horario ???,,,,,
867,🚨 Joe Biden testou novamente negativo para COVID-19.,,,,,
868,A Argentina lidera com o maior número de mortes por COVID-19 mundial,,,,,
869,A Covid-19 trouxe novos desafios e deu visibilidade para problemas antigos enfrentados pelas mulheres. Precisamos de políticas para garantir a autonomia econômica e segurança no espaço público e privado. #ViviPorBelém50500 https://t.co/17ttVUsuNq,,,,,
870,Afinal o COVID-19 acabou ou não ?,,,,,
871,Alguém avisa este cidadão que não estamos na China,,,,,
872,ANDA COMO ESSA PORRA CARALHO. Covid-19: CoronaVac começará a ser produzida no Brasil neste mês,,,,,
873,Ao Exmo. Sr. Presidente da República Jair Messias Bolsonaro: PELA REVOGAÇÃO DO INCISO III,,,,,
874,Aposta em BDRs de laboratórios e farmacêuticas ganha força,,,,,
875,As 557 análises realizadas nos dois laboratórios de referência dos Açores nas últimas 24 horas diagnosticaram três casos positivos de #covid19 na ilha de São Miguel e uma recuperação na ilha Terceira.\n#Noticia #saúde\nhttps://t.co/Mek2Weh0N7,,,,,
876,Assim como a @novageracao_tda a galera do Corneta estará presente na ação da @galeradott_acg 🔴⚫️😷  Pedimos para que todos,,,,,
877,Atualização das ações do Governo do RN no combate ao Covid-19 https://t.co/ydFFgSu866,,,,,
878,Boletim n. 299 - Povos Indígenas e o Covid-19; 19.10.2020 (12:14)\n#IndígenasECovid19\n\n- Boletim informativo da TI Xakriabá (MG) registra 27 casos positivos na etnia,,,,,
879,Brasil fez menos de 18 milhões de testes e menos de 10% da população\nPortugal já fez mais de três milhões  desde o início da pandemia,,,,,
880,Brasil investiga pelo menos 247 casos de possíveis reinfecções por Covid-19\nhttps://t.co/gYnPegHp4U,,,,,
881,Brasil se aproxima de 154 mil vidas perdidas pela Covid-19 e 5,,,,,
882,China conseguiu controlar pandemia,,,,,
883,Com mais 101 casos da Covid-19 e três mortes,,,,,
884,Covid-19 | Alunos de Abrantes regressam às aulas,,,,,
885,Covid-19: Bruxelas lança plataforma de app de rastreio,,,,,
886,Covid-19: Cáritas já ajudou mais de 29 mil pessoas,,,,,
887,Covid-19: Deputado do PSD Pedro Rodrigues apela a Rio que se demarque de app&gt;/i&gt; obrigatória https://t.co/7ztl0HiqIS,,,,,
888,Covid-19: infectologista alerta para a possibilidade de novas ondas da doença em Belo Horizonte https://t.co/WIrus2TK0J https://t.co/qrlXvCiT0y,,,,,
889,Covid-19: Ocupação de leitos clínicos pediátricos para Covid-19 chega a 100% em Salvador - https://t.co/ZhsRPbcKyQ,,,,,
890,Covid-19: Portugal já fez mais de três milhões de testes https://t.co/svmtxum20o,,,,,
891,Covid-19: vacina chinesa é segura e eficaz,,,,,
892,Covid-19: Violou confinamento e apanhou autocarro em Lisboa. Foi detida https://t.co/mD4yK9D6ks #paisaominuto,,,,,
893,Covid-19. A situação ao minuto do novo coronavírus no país e no mundo https://t.co/iqnZzDboDq,,,,,
894,Covid-19. País de Gales anuncia confinamento total de duas semanas para diminuir propagação https://t.co/InM6JLmU0i,,,,,
895,"Desgoverno trabalhando contra você!\n\nBolsonaro volta a atacar Doria por vacina: ""se intitula médico do Brasil"" https://t.co/LZCni4zz9P via @UOLNoticias @UOL",,,,,
896,Dezesseis cidades do Piauí fizeram acordo com o MPE para suspenderem atos de campanha. Os hospitais estão lotados com casos de Covid-19,,,,,
897,Educadores relatam ainda falta de condições estruturais nas escolas do RS: salas muito pequenas,,,,,
898,Em cidade do litoral de São Paulo pacientes relatam efeitos adversos como quadro depressivo,,,,,
899,Enorme perda para o #movimentoindígena e para toda a sociedade brasileira. Amado Sateré foi uma liderança forte e inspiradora e um dos fundadores da @CoiabAmazonia,,,,,
900,Era uma vez um jovem de 25 anos que não acreditava no covid e andou em festas durante vários fins de semana,,,,,
901,Esac 🤝 40 alunos numa turma em época covid-19,,,,,
902,Eu já perdi muitos conhecidos e vários amigos pela Covid-19. Parentes foram 2.,,,,,
903,Excelente entrevista com a minha colega de @VitalStrat,,,,,
904,FIBA passou a monitorar ainda mais o Quimsa e o San Lorenzo para a semifinal da Champions League Américas. Caso apareça algum caso positivo de Covid-19,,,,,
905,Gata contrai Covid-19 de donos em Cuiabá,,,,,
906,Hospital Divina Providência (UTI ADULTO - TIPO II):\nConfirmados COVID: 10\nSuspeitos COVID: 0\nOutros Pacientes: 20 (Ant.: 26)\nTotal COVID: 10 de 42 leitos\nLotação da UTI: 71.43% (Ant.: 85.71%)\n\nAtualização: 19/10/2020 - 12:14,,,,,
907,Hospital Mãe de Deus (UTI ADULTO - TIPO I):\nConfirmados COVID: 17\nSuspeitos COVID: 8\nOutros Pacientes: 17\nTotal COVID: 25 de 60 leitos\nLotação da UTI: 70.00%\n\nAtualização: 19/10/2020 - 12:07,,,,,
908,Infectado com Covid-19 morre ,,,,,
909,Influenciador fitness morre de covid-19 após duvidar da doença https://t.co/rWHDg1sHVO https://t.co/pC3BYGS26T,,,,,
910,JÁ TEMOS UMA CANDIDATA BEM INTERESSANTE AO COMBATE AO COVID-19 🙏! https://t.co/m5Ll82K2z2,,,,,
911,Leia mais sobre o covid-19 📲 https://t.co/S29ofmkhDz https://t.co/3e7bZWrgjp,1,Covid-19,none,none,none
912,Léo Duarte testou negativo para a Covid-19 e está oficialmente liberado para voltar a treinar em Milanello. [Sky Italia] https://t.co/FFhOkkQOO6,,,,,
913,Mais dois ministros do TCU testam positivo para Covid-19 após jantar de reconciliação entre Maia e Paulo Guedes. Com eles,,,,,
914,Mapa continua a crescer. Há 301 escolas com casos de Covid-19 em Portugal https://t.co/6L2SZ7jqbU,,,,,
915,Marília chega a 60 mortes por Covid-19...\nhttps://t.co/bGsnCMCU80,,,,,
916,Médico que contraiu Covid-19 trabalhando se recupera após 38 dias https://t.co/uORrGLSTLg,,,,,
917,Medidas duras foram importantes contra a Covid-19,,,,,
918,Meu deus a palhaçada... (avançamos no futuro) -o ano é 2056 e Brasil ainda está na primeira onda de Covid 19! 🤡 https://t.co/y2AnlXQrVs,,,,,
919,Morre mais um médico vítima da Covid-19 em Nova Friburgo #avs https://t.co/zNcWHv8XeM,,,,,
920,Multiplicam-se os estudos (veja aqui) constatando que as regiões mais trancadas não têm menor taxa de mortalidade por covid. A pergunta que os negacionistas não respondem é: onde está o estudo atestando a eficácia do lockdown?\nhttps://t.co/llbOCsDOjr,,,,,
921,Mundo chega a mais de 40 milhões de contaminações por Covid-19 - https://t.co/SEh9tPQYDX https://t.co/hp8WxfhKBL,,,,,
922,No Rio de Janeiro a probabilidade de morrer de tiro e muito maior do que morrer de covid-19. Essa é a tal cidade maravilhosa. A maravilhosa já foi enterrada a muito tempo. Hoje é cidade do medo,,,,,
923,Nosso querido Jorge Aragão é internado com suspeita de infecção pelo novo coronavírus,,,,,
924,NOTÍCIAS DO ELENCO CELESTE \n*Raul Cáceres avançou na sua recuperação,,,,,
925,Nova Zelândia anuncia novo caso de Coronavirus um dia após as eleições.\nVocê se sentirá seguro para votar no dia 15/10,,,,,
926,Novo recorde de contaminações na França ocorre um dia após governo anunciar medidas mais rígidas para frear avanço de casos. Paris e outras oito cidades vão ficar sob toque de recolher. https://t.co/zGi4EPbKqI,,,,,
927,O Brasil é o 2º país do mundo com mais mortes por coronavírus em números absolutos,,,,,
928,O Ensino Superior tem sido posto de lado desde o início da pandemia,,,,,
929,O médico e escritor Alessandro Loiola fala sobre lockdown #coronavírus,,,,,
930,O pastor de onde congreguei (junto c/ @_lucascoimbra_ e @bruubfr ) disse que só pegaria covid-19 as pessoas sem fé,,,,,
931,O que a Brigada Estudantil denunciou ontem é o espelho de um ano letivo preparado em cima do joelho e com o problema do alojamento a explodir por todo o lado.É inadmissível que os estudantes com Covid19 não tenham asseguradas as condições de saúde mínimas.\nhttps://t.co/wHhfgjGsxu,,,,,
932,Outro teste de covid-19  e eu negativo kkkkk,,,,,
933,Pacientes que enfrentam sintomas por meses podem ser afetados de 4 maneiras de uma só vez,,,,,
934,Para fazer o exame é preciso levar documento de identificação. O teste leva cinco minutos para ser realizado. Os resultados serão entregues impressos no dia posterior à realização do exame: https://t.co/0DSv5HueLo.\n\n#EuCurtoMacaé #saúde #saúdeMacaé #covid19 #coronavírus #exame https://t.co/rPraFhWFgr,,,,,
935,Paraíba segue na faixa vermelha com índice de 27% de mortes causadas pela Covid-19 https://t.co/ITSWL6zj5F,,,,,
936,Pesquisa realizada pelo Datafolha mostra que os brasileiros reconhecem a importância dos médicos na atualidade. O levantamento indica que a atuação dos médicos no atendimento da população afetada pela Covid-19 tem alto índice de aprovação. Saiba: mais https://t.co/8I0ZTwnNAy. https://t.co/godvvxLTjh,,,,,
937,Pessoas com sangue tipo O teriam menos risco de contrair\xa0covid-19 https://t.co/hoyYxHEdM6,,,,,
938,Porto Alegre (UTI Adulto):\nConfirmados COVID: 246\nSuspeitos COVID: 29\nOutros Pacientes: 379\nTotal COVID: 275 de 779 leitos\nLotação da UTI: 86.17%\n\nAtualização: 19/10/2020 - 12:07 https://t.co/3pZqMUaCfg,,,,,
939,Portugal - Covid-19: Declaração médica substitui teste negativo em regresso à escola ou emprego https://t.co/pOXZBnZiYn,,,,,
940,Presidente Jair Messias Bolsonaro participa da abertura do U.S.-Brazil Connect Summit. ,,,,,
941,Salvador: Leitos clínicos pediátricos para Covid-19 estão 100% ocupados https://t.co/VaB0Zr4BDC\n#COVID19,,,,,
942,Se for um sonho por favor não me acorde 😍 https://t.co/RN7APRF8pk,,,,,
943,sera que vem ai Covid-19: CoronaVac começará a ser produzida no Brasil neste mês,,,,,
944,tanta forma mais segura de pegar covid-19,,,,,
945,tem candidato a prefeitura de Belém que parece que é imune à COVID-19 porque tá sempre na rua com a máscara no pescoço. faz questão de gravar as imagens de caminhada na rua pra passar na TV sem máscara. coragem...,,,,,
946,Bélgica diz que Covid-19 está pior agora do que quando país decretou 'lockdown' https://t.co/1b3NsYRcAZ,,,,,
947,@_laisq @MikaellylemesA @yssanasciimento @eduardinhaa_19 @damilagio @Matheus27208723 @aliciacontii @portes_alexx @brenzinho09 Kakakakakakaka filha. Ce ta com covid. Chega perto de mim n,,,,,
948,@ArianaGrande pelo amor de Deus posta algo,,,,,
949,@carlsou Aqui em Florianópolis dos 80 moradores testados,,,,,
950,@cojakpiu @CrisCastroGalo Eu só pergunto isso:\n\nPor que ninguém se comove pelas outras 47 milhões de vidas perdidas em 2020 por motivos que não a COVID-19?,,,,,
951,@fefito @Splash_UOL @UOL Ele saiu da canal que fala de corona pra ir pro canal que teve mais de 30 casos entre os funcionarios de covid-19 só em uma semana.,,,,,
952,@g1 Não é segura #coronavírus #jornalismo,,,,,
953,@gustavocastanon O teste de COVID-19,,,,,
954,@JanethWinehouse @bvisionrevela O problema é que a anvisa já tá abrindo as pernas nos critérios que ela tem. Tá tudo às pressas,,,,,
955,@PedroTonioloPoa @DANIELMATADOR9 Sem entrar no mérito da questão,,,,,
956,17 mil pessoas perderam a vida HOJE por causa de fome.\n\n680mil vidas esse ano (e todos os anos) por falta de saneamento básico.\n\nMais de 6 milhões de crianças com menos de 5 anos perderam a vida esse ano.\n\nMas só falam da porta da COVID-19 né Bertozzi...,,,,,
957,A pandemia de Covid-19 está sendo para o setor de produtos de saúde o que a copa do mundo de 2014 foi para o setor de infraestrutura. Os repasses de recursos destinados ao enfrentamento a Covid-19 tornou-se a menina dos olhos de quem desvia dinheiro público.,,,,,
958,A segunda onda da Covid-19 parece que chegou em Florianópolis. https://t.co/OQW9wIwFbA,,,,,
959,A UFPel conseguiu produzir soro capaz de neutralizar o Covid-19.\n\nSoro hiperimune elaborado a partir de testes com cavalos deve ser testado em humanos saudáveis.\n\nPor isso eu  defendo a Universidade pública e gratuita,,,,,
960,A vacina contra o Covid-19 não vai ser obrigatória por conta da liberdade individual.\n\nUMA VACINA CONTRA UMA PANDEMIA\n\nMas fumar maconha não pode,,,,,
961,A verdadeira cura para a Covid-19 apareceu: a campanha eleitoral. Tem até prefeitura torrando dinheiro alheio com show. https://t.co/b7LULrnHT5,,,,,
962,ao ministro da Educação o poder de escolher livremente reitores de universidades federais durante a pandemia de covid-19. \nApós críticas Davi Alcolumbre devolveu o texto,,,,,
963,Brasil registra primeiro caso de covid-19 em gato,,,,,
964,Bruno Covas comprou 38 mil caixões por causa da Covid-19 e tem 20 mil empilhados #boato https://t.co/1V85Cgdub0 Via https://t.co/caWsDG8jkr #fakenão #fakenews #FactCheck #CheckBR #SerMultimídia,,,,,
965,Cantor foi internado no último dia 13 com diagnóstico de covid-19.\n\n#ODia\n\nhttps://t.co/fjHDSeAmmM,,,,,
966,Casos de covid-19 devem permanecer altos no verão,,,,,
967,Com a queda registrada no número de infectados e a redução do número de óbitos pelo Covid 19 em todo o Distrito Federal,,,,,
968,Confira gráfico com evolução da covid-19 em 140 países.\nAlguns aspectos:\n2ª onda na Europa já é realidade,,,,,
969,COVID-19: Declaração médica substitui teste negativo em regresso à escola ou emprego\n\nhttps://t.co/Fwt1CMuLNl https://t.co/oMsrw4HvA9,,,,,
970,Covid-19: Estudo mostra que pacientes hospitalizados podem ter sintomas por meses https://t.co/cNew8RMkBe,,,,,
971,Cuiabá tem primeiro caso do Brasil de pet infectado com a Covid https://t.co/thG3PtGuei https://t.co/OZmnOMxJB5,,,,,
972,Milhares Diagnosticado com Covid-19,,,,,
973,Diretor do Butantan elogia vacina chinesa contra covid-19; pesquisador Atila Iamarino contesta eficácia\nhttps://t.co/a98Z6z4W4r,,,,,
974,Dr. Eulino Zap explanando como funciona o SARS Covid-19,,,,,
975,E esse lance de testar vacina BCG pra COVID-19,,,,,
976,E o ar que respiramos? \n\nQuando é que isso vai entrar de vez na pauta? \n\nVivemos menos por causa do ar e,,,,,
977,Imperdível! \nO próximo VitalTalks será sobre a liderança das cidades na resposta à COVID-19 e aos principais desafios de saúde pública. \nCom ninguém menos que @drkellyhenning @DrTedros @ClaudiaLopez @JLCastroGarcia @etiennekrug e @MikeBloomberg! 🤯\nInscrições no link abaixo. https://t.co/xjqNZy7dYr,,,,,
978,Influenciador ucraniano morre da Covid-19 após negar existência da doença https://t.co/Hqm8hayYh3 https://t.co/hCwOyyslUo,,,,,
979,Interessados em entender a sindemia de COVID-19,,,,,
980,IPhone é o caraio!\nVai explicar para os lunáticos que estão sedentos pela vacina do coronga que esse app faz parte da NOM.\nE eu tinha um desse guardado até um tempinho atrás 🥴\n\nhttps://t.co/RicF8KB17t https://t.co/4Qq9trki12,,,,,
981,Isso porque o Senegal encarou a COVID-19 como encara o Ebola,,,,,
982,Itália bate recorde de casos diários de Covid-19 pelo quarto dia seguido https://t.co/ml4Kgh1W2k #G1 https://t.co/7Dwsz4VwkW,,,,,
983,Itália registou ligeira descida de novos casos de Covid-19 mas com menos testes https://t.co/6OJHYWgBrd,,,,,
984,"Médico Alessandro Loiola (@AlessandroLoio2) critica ""vacina chinesa"" contra Covid-19: ""Nos vendem o problema e",,,,,
985,Milhares de cientistas denunciam fraude da pandemia de covid 19 e riscos do isolamento.\nSim,,,,,
986,Minha homenagem aos profissionais da medicina. Médicos e médicas estão na linha de frente do combate à pandemia da COVID-19. Gratidão a todos e todas que lutam incansavelmente em defesa da vida e da ciência! https://t.co/15VH4Htyua,,,,,
987,Número de casos confirmados de covid-19 no mundo ultrapassa 40 milhões https://t.co/UBC90iECzs,,,,,
988,O cérebro humano em confinamento é uma desgraça. Não coloco os pés na rua desde 15/3. Um técnico da Net precisou fazer um serviço aqui,,,,,
989,O COVID-19 É TANGA https://t.co/PRAPBSyUh5,,,,,
990,O líder indígena Amado Menezes Filho morreu de Covid-19 na última quinta (16). Ele era uma das vozes mais importantes na luta contra o novo coronavírus nas terras do povo Sateré-Mawé,,,,,
991,O mecanismo que pode fazer cães detectarem covid-19 até 5 dias antes de sintomas.\n\nA capacidade olfativa de um de nossos animais de estimação favoritos tornou-se mais uma ferramenta para combater a pandemia covid-19.\nhttps://t.co/aH8sp1GZCJ https://t.co/iRUbk5DRA4,,,,,
992,Olá @AndrAlbano4 Dados Covid-19 🇧🇷 \n\n📈 5,,,,,
993,Os casos de coronavírus continuam subindo na Argentina. Mas os que entendem do assunto dizem que não há risco de ‘colapso’ do sistema de saúde. Texto na @bbcbrasil Covid-19: como Argentina se tornou um dos 5 países com mais casos no mundo - BBC News Brasil https://t.co/3fXRXBBhxt,,,,,
994,OUTRA VACINA QUE EU DESCONFIO.\n\nCovid-19: Brasil tem prioridade no recebimento de vacina russa.\nAfirmação foi feita pelo Fundo Russo de Investimento Direto nesta segunda-feira (19),,,,,
