Id	;	twitter	;	class
457	;	o governo do rn, ciente dos prejuízos causados ao setor produtivo em razão da pandemia do novo coronavírus (covid-19), resolveu reduzir para 12% a carga tributária da base do cálculo do icms incidente nas operações… https://t.co/dmvalwq8z4	;	-1
458	;	o jornalista augusto nunes comenta a decisão da justiça de mandar para prisão domiciliar diversos criminosos devido à pandemia de coronavírus #jr24h https://t.co/pvlo5uj6fw	;	1
459	;	o ministério da saúde divulga, pela primeira vez, o número de pessoas recuperadas do coronavírus: 14.026.a última atualização registra 25.262 casos da doença, 1.532 mortes e 9.704 pacientes internados.	;	1
460	;	o ministério da saúde previa, inicialmente, que o estágio mais agudo ocorreria entre maio e junho. https://t.co/ewwikgy62o	;	1
461	;	o ministério público federal foi acionado pelo psol, para investigar porque a funai não executou nenhum centavos r$ 10,840 milhões que receber para apoiar os indígenas em ações de proteção e combate ao novo coronavírus https://t.co/dhu1oosqjl	;	1
462	;	o ministro mandetta a cada momento muda de opinião e diz que o pico do coronavírus vai ser mais na frente. o pico da covid-19, na perspectiva do ministro, está parecendo mais com a linha do horizonte.	;	-1
463	;	o mundo está sendo alertado sobre a catástrofe que se aproxima do brazil ! https://t.co/ekytzi8kpl	;	-1
464	;	o mundo tá acabando e tem gente ainda achando que pão é o vilão. minha gente vilão é coronavirus, é bolsonaro, é quem votou no bolsonaro...o coitado do pão é só comida mesmo.	;	-1
465	;	o novo coronavírus foi capaz de esvaziar a praça são pedro, no vaticano, e até mesmo adiar a realização dos jogos olímpicos, mas não teve força para vencer a violência doméstica. 😞https://t.co/ena0yyrk9m	;	-1
466	;	o número de mortos no estado do rio foi atualizado pela secretaria estadual de saúde.até a manhã desta quarta-feira, 229 pessoas haviam morrido infectadas pelo novo coronavírus. ontem, o balanço divulgado pelo governo contabilizava 224 mortos.aumento de 5 casos apenas.	;	-1
467	;	o papel do presidente donald trump, que demorou a reconhecer a gravidade do #coronavírus, foi decisivo para a tragédia. e anotem: quando a curva começar a baixar nos estados unidos, tem um certo país tropical com grande potencial para ser o novo epicentro da pandemia.	;	-1
468	;	o perigo que vem de fora 4 cearenses vem a velório e testaram positivo para #covid19 no piauí, os infectados já retornaram para o ceará.#coronavirus 4 cearenses vem a velório e testaram positivo para #covid19 no piauí, os infectados já retornaram para o ceará.#coronavirus	;	-1
469	;	o pico da curva do mandeta para o coronavirus será quando?muda mais que previsão de tempo.e as mortes, felizmente, diminuem no brasil...pra desespero dos urubus...	;	-1
470	;	o pico seria março-abril.mandetta informou dps q seria maio-junho.agora o ministério da saúde divulga q será maio-agosto.o sistema político podre quer manter o brasil em quarentena para continuar roubando e superfaturando contratos e obras públicas.https://t.co/4xa434ser7	;	-1
471	;	o posicionamento das minhas professoras sobre a pandemia: orar pra dar tudo certo ate junho pra ter tcc 🙏🏽🙏🏽🙏🏽🙏🏽 se voce falar nao pro coronavirus, ele acaba	;	-1
472	;	o pres. trump anunciou a suspensão do financiamento pago pelos eua p/a oms até serem concluídas as investigações p/determinar se a oms agiu em conluio c/a china p/esconder do mundo a real dimensão da crise do coronavirus no início do ano. https://t.co/knvaxvg583	;	1
473	;	o presidente donald trump está suspendendo o financiamento da organização mundial da saúde enquanto uma revisão é realizada para avaliar o papel da oms na má gestão do surto de coronavírus. https://t.co/j2ol5l8kqw	;	-1
474	;	o projeto apresentado por nosso deputado estadual @gdacunha permite que os deputados da assembleia mineira doem suas verbas de gabinete economizadas para enfrentamento de crises como a do coronavírus. https://t.co/vyzo81mbuq	;	-1
475	;	o que países com melhor resposta ao coronavírus tem em comum? mulheres na liderança. #coronavírus #liderançafeminina #pararefletir #paraagir #praresolveragora https://t.co/kad4aro5i7	;	1
476	;	o que será que é pior:1 - pegar coronavirus 2 - ter que aguentar yag quarentener biscoiteira ou 3 - ver cloroquiners falando bosta constantemente???	;	1
477	;	o senado aprovou o pl 1.194/2020, apresentado pelo senador @collor (pros-al), que regulamenta a doação de excedentes de comida não comercializada pelas empresas. o objetivo é amenizar efeitos da pandemia do novo coronavírus,\xa0incentivando a doação de alimentos a carentes. https://t.co/rtasp3htnd	;	-1
478	;	o terror que alguns youtubers e imprensa colocaram na população chegou ao cumulo de corpos serem jogados na calçada de favelas, sob suspeita de morte por coronavirus, e ninguem ter coragem de tocar neles.estão com medo de que? do morto espirrar na sua cara?	;	1
479	;	o tocantins era o único do estado do país sem registro de mortes por covid-19. agora, todas as unidades da federação têm ao menos um óbito causado pelo novo coronavírus.	;	-1
480	;	o trib3 é responsável pela produção de uma proteína que pode interagir com o coronavírus em células epiteliais do pulmão. o grupo de risco de homens idosos costuma ter uma expressão menor do gene, o que explicaria o desenvolvimento de sintomas mais graves na população masculina	;	-1
481	;	o uso de máscara caseira pode evitar a contaminação pelo novo coronavírus entre pessoas próximas assintomáticas e pré-sintomáticas, pois oferece uma barreira contra a contaminação por gotículas, desde que associado a medidas de prevenção.segue o fio!	;	-1
482	;	objetivo é incentivar a mobilidade, especialmente no cenário atual, ao qual devemos seguir as indicações da #oms para conter o novo #coronavirus e evitar que grandes grupos se reúnam presencialmente.https://t.co/azvtnvtnjy	;	1
483	;	observatur ms lança pesquisa para levantar impactos da pandemia no setor: o observatório do turismo de mato grosso do sul, em parceria com a rede brasileira de observatórios de turismo, desenvolveu a pesquisa de sondagem empresarial, com o objetivo de… https://t.co/tsrsaqmzye https://t.co/vsqk8qsazr	;	1
484	;	oms libera imagens da cura do coronavirus https://t.co/nlxdd3pcyw	;	1
485	;	ontem deitei pra dormir 11 da noite. fui dormir as 5. to completamente pifado num dia cheio. e demorei pra dormir pura e simplesmente por preocupação na cabeça lendo coisa de coronavirus.	;	1
486	;	opinião: imensa maioria se cura do coronavírus sem sequelas. | @rconstantino saiba mais: https://t.co/qtcznhysrg https://t.co/a6cferisj2	;	-1
487	;	os cientistas dos eua disseram a casa branca que não há indicação que a infecção por coronavírus gere anticorpos.por isso a única solução para esta pandemia é a quarentena com separação e isolamento social enquanto não se descobre uma vacina !https://t.co/od3ik9uehh	;	1
488	;	os exames de @jairbolsonaro para detectar foi infectado pela #covid19 foi classificado como sigilo após pedido da lei de acesso à informação. #coronavírus #saúdeepazhttps://t.co/gsbxosh9zk	;	1
489	;	os integrantes do alto escalão do governo do rio de janeiro, incluindo o próprio vice-governador, cláudio castro, tiveram contato direto com o governador wilson witzel, que foi diagnosticado com #coronavírus.https://t.co/7ed21cociz	;	-1
490	;	os políticos brasileiros serão responsáveis por milhões de mortes no brasil, sendo mais letal que o coronavírus. 🇧🇷	;	-1
491	;	osmar terra em áudio para @flaviobolsonaro: coronavírus está despencando, é momento de comemorar 🤦\u200d♂️ https://t.co/9cws59eilv via @guilherme_amado @revistaepoca https://t.co/ch53gyi4yq	;	-1
492	;	pacientes com câncer e cardíacos deixam de buscar atendimento por medo da covid-19, alertam médicos https://t.co/xo7j4botkk https://t.co/4uscq8wh3q	;	1
493	;	para @osmarterra, a pandemia do #coronavírus no brasil atingiu o pico no final de março:a realidade:• casos até 31/3: 5717• casos até hoje: 25262• mortes até 31/3: 201• mortes até hoje: 1532 https://t.co/hcjrawihpa	;	-1
494	;	para o presidente do stf, restrição do direito de ir e vir, a pretexto de evitar a propagação do #coronavírus, sem recomendação da anvisa é ilegal. https://t.co/jkbhswvd3z	;	-1
495	;	parabéns pela atitude @baciodilatte alegra os heróis da saúde que estão na luta direta ao #coronavirus aqui no #brasil 👏🏻👏🏻	;	-1
496	;	parabéns, sen. soraya thronicke (psl/ms) por estar a favor de usar o dinheiro do fundo eleitoral para combater o novo coronavírus (covid-19) @sorayathronicke @vemprarua_br https://t.co/bup7bfacrm #fundãoparaasaúde	;	1
497	;	paraisópolis adota estrutura de guerra para enfrentar coronavírus https://t.co/jh2z1afkbo	;	1
498	;	parcela do auxílio emergencial pode chegar a r$ 1.800 por família entenda @uoleconomia @uol https://t.co/xa4RdKs1ew	;	1
499	;	parece que gente ruim é imune ao coronavírus 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔	;	1
500	;	participo agora do @aquinaband apresentado pelos jornalistas luís ernesto lacombe e sílvia poppovic na @bandtv. o debate é sobre estratégias de isolamento e o combate ao coronavírus no brasil. conto com a tua audiência!	;	-1
501	;	passando para lembrar que o país que gasta 63 milhões de reais por ano com auxílio paletó é o mesmo em que os profissionais de saúde estão usando saco plástico como epi no enfrentamento do coronavírus. https://t.co/prthfsdx0r	;	1
502	;	passei meus últimos dias compilando todas as medidas normativas tomadas pelo governo bolsonaro durante a crise do coronavírus. foram 161 até hj. a lista mostra os detalhes mais importantes de cada uma e link para a publicação original. atualização diária! https://t.co/3axdttsfdz https://t.co/yxrxpditsj	;	-1
503	;	pastor evangélico dos eua que desafiou regras de distanciamento social morre de covid-19 https://t.co/kd84ghxnrb #g1 https://t.co/fhvhacett6	;	1
504	;	pastor morre em ivaiporã, sendo a primeira vítima de coronavírushttps://t.co/ichrl8sdcb https://t.co/qp9rhlv9yn	;	-1
505	;	patriota que é patriota tem que abrir mão de tratamento contra o coronavírus porque sabe que isso é uma invenção comunista, da globo e da folha de são paulo! enviem essa mensagem adiante! somos o povo de deus! https://t.co/ulxb3cvabv	;	-1
506	;	pela primeira vez, o brasil ultrapassou duzentas mortes por coronavírus em apenas 24 horas. esse número ainda não é o topo da curva e irá piorar. se puder, fique em casa. você pode impedir a propagação desse vírus.#fiqueemcasa	;	-1
507	;	pelo menos uma boa notícia no meio de tudo isso: a medica que fazia propaganda de “soro da imunidade” contra coronavírus no instagram vai ter q pagar multa de 18mil reais e suspensão profissional de 6 meses no conselho regional de medicina 😍😍😍https://t.co/qcgjsgu65e	;	-1
508	;	pergunta, essa porra de coronavírus, já matou algum político? já matou algum ministro do stf? filhos ,mulheres ou netos desses caras? que bosta de vírus é esse? seria pontual..	;	1
509	;	personagem que derrotaria o coronavírus https://t.co/kouvrcligb	;	-1
510	;	pessoal o google liberou relatórios de mobilidade urbana e dados sobre os principais setores nesse cenário de covid-19 em todos os países do mundo (divido por estados). assustador ver que nos eua a circulação em parques aumentou em até 11%. https://t.co/5mdqqdmq1l #coronavirus	;	1
511	;	pessoal! estou ao vivo na @cbnoficial falando sobre as ações do senado federal no combate ao coronavírus. conto com a audiência de vocês! https://t.co/ozvzvrwofy	;	-1
512	;	petra costa quer reunir vídeos com depoimentos de pessoas em quarentena, como cada um vive a pandemia em sua casa.pronto, lá vai ela fazer um documentário contando que todos os brasileiros foram mortos pelo coronavírus, mas foram ressuscitados pelo lula	;	1
513	;	pico do coronavírus no brasil será entre maio e junho, diz mandetta.faz assim, a gente deixa o pico em aberto, daí quanto a gente atingir o pico, a gente dobra o pico. -dilma mandetta rousseff.	;	-1
514	;	pilantras no brasil fizeram um estudo usando uma dose 3x maior que a recomendada e concluíram que a cloroquina não é segura para uso pois tem efeitos colaterais.https://t.co/x0pkfghdyf	;	-1
515	;	bolsonaro é eleito o pior líder do mundo. https://t.co/oibqqgsvk3	;	-1
516	;	pior que o ditador do turcomenistão. pior que o ditador de belarus. pior que o ditador da nicarágua. o pior entre os piores, segundo editorial do ‘washington post’, propriedade do bilionário ‘comunista’ jeff bezos https://t.co/wrhalz3lbi	;	-1
517	;	polícia apreende equipamento to de combate ao coronavírus roubado de cumbica. um dos envolvidos, marcos zheng, disse ser ligado à câmara de comércio brasil china. será? é preciso investigar. https://t.co/mtopfwrnxx	;	-1
518	;	polícia do paraná autua youtuber por disseminar fake news sobre coronavírus https://t.co/z2zaardvhl	;	-1
519	;	por quê @lhmandetta, não divulga a quantidade dos que foram curados do coronavírus? https://t.co/egosjbwsdl	;	1
520	;	por que a imprensa brasileira esconde estes dados sobre coronavírus? ser... https://t.co/nly1eno2mr via @youtube	;	1
521	;	por que quem tem doenças respiratórias crônicas está entre os mais vulneráveis ao coronavírus? saiba quais são os riscos | coronavírus | g1 https://t.co/k3vfnwzink	;	-1
522	;	precisamos nos cuidar, não é uma gripezinha. descanse em paz, tia, escreveu o deputado na legenda #meiahorahttps://t.co/acuxql4yue	;	-1
523	;	prefeito se reunirá com mp para discutir flexibilização do comércio. samuca afirma que ‘sempre priorizou empregos, mas agora o foco é barrar coronavírus’.#diariodovale #voltaredonda #samucasilva #comerciohttps://t.co/lnog8egves	;	-1
524	;	prefeitura continua distribuindo cestas básicas para ambulantes legais e taxistas auxiliares. para retirar as cestas é preciso que o motorista leve o ciat, enquanto o ambulante legal deve portar a licença. #coronavírus #bandnewsfm https://t.co/keowotxz1i	;	1
525	;	prestem atenção na discrepância do custo de hospital de campanha do governo federal e outro de santa catarina. tenham por pressuposto que esses hospitais são instalações provisórias, e serão desmontados depois do #coronavírus. https://t.co/fzuwbjsm4r	;	1
526	;	q os defensores da oms têm a dizer agora? os médicos da oms sabiam q o coronavírus era transmissível entre humanos, mas não repassaram a informação ao mundo nem mesmo como orientação. simplesmente ignoraram e adotaram o discurso de q não era transmissível. https://t.co/jlgw2sb8fd	;	-1
527	;	qual foi pateta que garantiu que o vírus já estava indo embora?https://t.co/bkw7efrdyh	;	-1
528	;	qualquer um com um mínimo de experiência gerencial sabe que grandes e estratégicas decisões como essa, em relação ao enfrentamento do coronavírus, nunca são simples de tomar e estão sujeitas às deficiências humanas. e como…leia mais em: https://t.co/ocjvdlg44x	;	-1
529	;	quando a história do coronavirus for contada, chamará a atenção do mundo o gesto desumano dos eua de sair da oms no meio da hecatombe.	;	-1
530	;	quando começas a tossir sangue mas o sintoma do coronavírus é tosse seca https://t.co/fpwutofllu	;	-1
531	;	quando essa porra de coronavírus vai ser dizimada caralho	;	-1
532	;	quarentena prolongada custará mais vidas, afirma o presidente da agência espacial israelense. mas o coronavírus adverte: fique em casa! tá dando certo! todo mundo ficando maluco, doente, infeliz e sem dinheiro, enfim, populações esfaceladas e prontinhas p/ as próximas epidemias!	;	-1
533	;	quase meio milhão de recuperados do novo coronavírus no mundo. via:@gazeta_brasil https://t.co/ywvrrjlq5x	;	-1
534	;	que emocionante! ernando piveta, de 99 anos, ex-combatente da força expedicionária brasileira (feb), internado no hospital das forças armadas (hfa) desde o começo do mês, recebeu alta da covid-19. mais uma vitória! vamos vencer o coronavírus. https://t.co/cazhkcczcw	;	1
535	;	que saudade do estágio e de trabalhar acaba logo coronavírus preciso de dinheiro	;	1
536	;	quem poderia prever que chegaria o dia em que um governador autoritário, chamado wilson witzel, proibiria os cariocas de frequentarem as praias, as missas, os cultos, o maracanã, as praças e os bares? o coronavírus está sendo usado para matar algo fundamental: a nossa liberdade.	;	-1
537	;	quem vai assumir a culpa da lambança? cadê os médicos de live e twitter? ===&gt	;	-1
538	;	quer dizer que o witzel pegou o coronavírus..na moral, só dá pra confiar se isso realmente é verdade se ele mostrar o exame..esse fulano já mentiu tanto que uma mentira a mais ou a menos não vai fazer diferença..porquê ele falaria a verdade agora?e logo no dia da carreata..	;	-1
539	;	rapaz ainda é investigado por divulgar notícias falsas em grupos de whatsapp.#odia https://t.co/oe20rfrwc3	;	-1
540	;	recebi, hoje, vários casos de negativistas que morreram infectados por coronavírus. gente que desdenhava desta epidemia. fiquei pensativo: como erramos tanto na educação brasileira para não combater tanta ignorância? vou escrever algo a respeito amanhã	;	-1
541	;	recorde de registros de óbitos por “pneumonia” no brasil. atestados de óbito estão sendo dados às famílias dos mortos, como “pneumonia”. mas profissionais de saúde garantem ter sido por covid-19. são muitos + mortos por coronavírus do q dizem.quem está por trás desse engodo?	;	-1
542	;	resolvi fazer um fio para juntar todos os #oportunistascovid num só lugar. enquanto o brasil já tem 23.430 infectados por #coronavirus e 1328 mortos, essas pessoas e empresas estão querendo lucrar com a crise. você tem exemplos? cola aqui!!! 👇 eu começo (+)	;	-1
543	;	resultados preliminares apontaram riscos à vida dos pacientes que receberam altas doses de cloroquina https://t.co/wkv9sluogf #coronavírus	;	-1
544	;	revista veja conseguiu áudio novo do queiroz, principal nome do esquema da rachadinha dos bolsonaro. ele fala sobre o coronavírus e agradece com entusiasmo a um amigo misterioroso. “eternamente grato”, inclusive pelos préstimos às filhas. quem será? confira o áudio. https://t.co/8xleapavao	;	-1
545	;	roraima tem 39 militares da operação acolhida infectados com coronavírus https://t.co/2kml144wrc	;	-1
546	;	são leopoldo disponibiliza testes para coronavírus em todas as unidades básicas de saúde https://t.co/4jyqbxz43z https://t.co/jg9rmvyshc	;	-1
547	;	se eu pegar coronavirus eu vou adorar porque daí eu acabo com tudo isso, eu to louca pra morrerempresária de campinas.é um absurdo o que estão fazendo com o cidadão de bem! https://t.co/4bg3of7tnv	;	1
548	;	se você ainda não colocou as contas no papel, chegou o momento. com as incertezas do cenário econômico, é necessário planejar suas #finanças. veja como minimizar os efeitos. https://t.co/toh6z3jwmw @meubolsoemdia. #fiqueemcasa #coronavírus	;	-1
549	;	secretário de saúde do ceará prevê 250 mortes por dia em fortaleza a partir de maio.diz q o sistema de saúde já calapsou e com o isso a nossa taxa de mortalidade deve saltar de 5,35 pra 10%só temos 5 dias de estoque de epis para profissionais de saúdehttps://t.co/75efyabo7f	;	1
550	;	segundo o líder militar americano o peso da evidência aponta pra origem natural do coronavírus: https://t.co/88eyecrllk o que não quer dizer que vai ser possível saber sua origem, com a china restringindo pesquisa e publicação sobre isso: https://t.co/f7qxswwnl8	;	-1
551	;	seis estações de brt serão temporariamente fechadas por causa do coronavírus https://t.co/zsb28swuon https://t.co/p3silmp7eb	;	-1
552	;	seja, inclusive, decisiva para reverter o cenário apocalíptico previsto para as próximas semanas e mudar o curso deste rio.o fato é que, desde o começo, o coronavírus foi usado politicamente. portanto, para muitos agentes políticos (tanto os que militam em partidos, quanto os	;	-1
553	;	sem aulas presenciais por conta da pandemia do coronavírus, estudantes que não têm internet em casa estão sem acesso a videoaulas. e, com o enem mantido para novembro, muitos veem desigualdade na preparação para as provas. leia a reportagem ➜ https://t.co/rvl93lzkas https://t.co/gfq4qq8bs7	;	-1
554	;	será que o sertanejo descobriu a existência dessa tal vacina numa mensagem do wpp, ou será que foi uma corrente no orkut?#maislidashttps://t.co/dhizakonoq	;	-1
555	;	sérgio moro: acho que não devemos antecipar o caos, porque o caos não necessariamente vai ocorrer. todas as medidas necessárias a preservação da ordem pública e da segurança têm sido tomadas. https://t.co/vycarcskz6	;	-1
556	;	só mesmo o corona p conseguir liberar a fab das garras de maiaantes com uma média de uma viagem a cada 2 dias.hoje completa 1 mês sem usar jatinhosmas não podemos subestimar o poder de maia em sangrar os cofres do paíshttps://t.co/xo7ewa7yui	;	1
557	;	só um delírio meu aí na casa de vocês também passou um áudio de um cara falando atenção pelotas, não vamos desistir por números trágicos que ocorreram em outros países, quase 40 mil pessoas já morreram contaminadas pelo coronavirus para isso nao acontecer aqui é preciso...?	;	-1
558	;	sobre o debate da letalidade do h1n1 x coronavírus apresento a revisão mais consistente de trabalhos científicos publicados sobre o assunto, mostrando que a letalidade do h1n1 pode ser muito maior do que admite a oms. https://t.co/ued5t9w9qr	;	-1
559	;	socorroooo! gizelly é um mico atrás do outro! não se aguentou e deu um abraço na fernanda keulla, q a lembrou do coronavírus 😆 terminou o bate-papo pedindo mil desculpas por ter abraçado 🤣🤣🤣 #bbb20 #redebbb https://t.co/ccxaak30ks	;	-1
560	;	🆘 especial coronavírus | episódio 39 - possibilidades de tratamento ... tv justiça oficial ... https://t.co/82t9vm4ipf	;	1
561	;	sp luta também contra um vírus tão letal quanto o corona: o feminicídio em tempos de quarentena da pandemia. de 13 de abril até hoje 16 mulheres foram assassinadas. no acumulado do ano são 55 vítimas, dentro de suas próprias casas. uma vergonha nacional. https://t.co/8cubab0odz	;	1
562	;	sp: 15% dos internados por coronavírus não sobrevivem à doença. https://t.co/qjqdwlz9x1	;	-1
563	;	sua arminha não mata coronavírus.seu ódio não constrói uma sociedade melhor.sua ignorância faz com que a saúde da coletividade seja posta em risco.seu voto colocou no poder milicianos a serviço do capital.nossas vidas estão sob ameaça!	;	-1
564	;	tava aqui refletindo e cheguei na conclusão que coronavírus é igual macarrão velho. criado na china, aperfeiçoado no itália	;	-1
565	;	tecnologia de apple e google que pretende alertar sobre o contágio do novo coronavírus: o que se sabe até agora | tecnologia | g1 https://t.co/xp9unufjvt	;	-1
566	;	tem algo muito errado em pernambuco! um, em cada 3 infectados por coronavírus é profissional da saúde.o n° de infectados no estado é um dos mais altos do país, mesmo com tudo fechado, prova de que quarentena horizontal não funciona. ou será que falta epi’s nos hospitais? https://t.co/wzj28bgdbc	;	1
567	;	todo dia q eu encontro a tia da limpeza aqui do prédio ela só conversa comigo de coronavírus ou empréstimo de banco kkkkk	;	-1
568	;	todo mundo sabe q a hidroxicloroquina ajudou a recuperar numerosos infectados pelo coronavirus. alguém aí sabe de algum infectado que tenha morrido em consequência de efeitos colaterais do uso correto do medicamento?	;	-1
569	;	tom hanks e rita wilson doam sangue para criação de vacina contra coronavírus https://t.co/jqsgaymatt https://t.co/uof6mj9r6e	;	-1
570	;	traumas: comecei a ler uma manchete o governo quer repassar...já pensei: puta que pariu lá vemcontinuo a ler ... dinheiro da merenda para família de alunos devido surto de coronavirusisso terminou bem melhor que eu esperava	;	1
571	;	twitter de bolsonaro na berlinda. https://t.co/gk5cc4a1uw	;	1
572	;	uergs lança vídeo em libras para orientar comunidade surda sobre o coronavírus https://t.co/ouft5loggl https://t.co/payvypcsrz	;	1
573	;	ufpb liberou a licença para que interessados possam produzir em massa o equipamento que poderá salvar vidas neste momento. https://t.co/rcvhprmoqt	;	1
574	;	um biólogo-cientista-pesquisador que outro dia previu um milhão de mortos por coronavírus no brasil agora tá cravando que a quarentena vai até 2022. apaporra!	;	1
575	;	um casal de idosos italianos, sandra &amp, giancarlo, celebrou seu aniversário de 50 anos, em terapia intensiva, pois ambos são pacientes com coronavírus. médicos do hospital	;	-1
576	;	um dos momentos mais impactantes da pandemia, para mim, foi quando hospitais superlotados começaram a despachar de trem pacientes em coma para outras regiões da frança, onde ainda havia leitos. o monde fez um registro fotográfico desses traslados. https://t.co/vmzf4ypn7g	;	-1
577	;	um estudo feito no amazonas apontou fortes efeitos colaterais causados por altas doses de cloroquina para tratamento do coronavírus. a pesquisa foi interrompida por questão de segurança. #borabrasil #bandjornalismo https://t.co/9hompzav4z	;	-1
578	;	uma pesquisa de opinião pública nacional divulgada pelo instituto paraná pesquisas indica que a\xa0população brasileira acredita que o presidente, @jairbolsonaro, não\xa0está gerindo a crise do coronavírus de forma adequada.🤔o que você acha?#euapoiobolsonaro #bolsonarotemrazao	;	-1
579	;	urgente: o presidente americano @realdonaldtrump instruiu sua administração a suspender o financiamento da oms (@who) enquanto os eua investigam a organização por grave improbidade e acobertamento da disseminação do coronavírus!atitude corretíssima! 🇧🇷🤝🇺🇸	;	-1
580	;	veja quais hospitais de campanha foram criados para atender pacientes com coronavírus em pernambucohttps://t.co/9isob2nbcz https://t.co/6hwlkcrlgh	;	-1
581	;	veja, às 8h30, no #bomdiabrasil: o brasil teve o maior número de mortes pelo novo coronavírus em 24 horas: mais de 200. a pandemia fez vítimas em todos os estados. em são paulo, o número de pacientes internados pela covid-19 bateu recorde. https://t.co/zaw0gk3hox	;	1
582	;	vejam que interessante. confirmando o que repetimos sem parar : estudo israelense sugere que lockdown (bloqueio) não afeta ciclo do coronavírus, diz presidente da agência espacial israelense https://t.co/z8npnkvavl	;	-1
583	;	vítima de covid-19, homem era contra isolamento e não acreditava em coronavírus - expresso am ! mais um pra conta do mito , esse gado foi acreditar no que o mito dele falou e se ferrou ! https://t.co/jqgbzxixut	;	-1
584	;	vivi para ver brasileiro fazendo meme sobre o coronavirus e sua pouca letalidade. seria legal se não tivéssemos tantos mortos. ontem mais de 200. somos um povo sem noção nenhuma...	;	-1
585	;	vocês pediram mais detalhes, certo? veja aí o novo formato de boletim sobre casos de coronavírus cidade! com número de recuperados e outros dados sobre contágio do coronavírus em maringá #rt https://t.co/yjm8gdb5qv	;	-1
586	;	voltar com o futebol no epicentro da pandemia do coronavírus no país, é desumanizar um esporte que precisa de centenas de pessoas para que uma única partida aconteça. #pressfut #acasadofutebolhttps://t.co/b9vkcdipks	;	1
587	;	weintraub, fora dos holofotes na crise do coronavírus, ganhou um pouco de luz hoje: a pgr pede que ele seja investigado no stf por crime de racismo contra os chineses.https://t.co/7hju3meihg	;	-1
588	;	westworld sempre me deixa cabrero com a possibilidade de eu ter sido criado ontem e todas as memórias q eu tenho da vida terem sido apenar implantadas lá e nada ser realse bem q nesse caso o coronavírus tbm n é real e eu sou só um host numa simulação realista do jogo plague	;	-1
589	;	witzel anuncia que está com o novo coronavírusele disse qye vai seguir trabalhando normalmente...agora ele vai ter que assumir que foi uma gripe ou que tomou o remedio do bolsonaro.. https://t.co/3gvsclqfyj	;	-1
590	;	youtuber é indiciado por divulgar notícias falsas e receitas caseiras com promessa de proteção contra o coronavírus, diz polícia https://t.co/3gjvg5eory #g1 https://t.co/gchetoidf7	;	-1
591	;	as mulheres morrem em casa. há um surto de feminicídios como sombra da pandemia de covid-19. trancadas à casa com o agressor, elas morrem pelas mazelas do mundo que afetam a masculinidade, como alcoolismo e desemprego https://t.co/ggv32r0tk3	;	-1
592	;	bolsonaro abraça os eleitores, dá a mão pras pessoas, vai na padaria, vai na farmacia: 3 testes negativos pro coronavírus.• wilson witzelquarentena, lockdown, isolamento total, máscara, álcool em gel: pegou coronavírus.parece que o jogo virou, queridinho!	;	-1
593	;	coronavirus até o fim do mês fará o caminho de volta pro inferno- final do ano o comércio vai bombar nas vendas- 2021 economia nos trilhos -2022 bolsonaro se reelege	;	-1
594	;	de acordo com a polícia militar, a marca dos testes negociados por fernandinho mariano seria a mesma de lotes roubados no aeroporto de guarulhos nesta semana https://t.co/zpgsntdeyc	;	1
595	;	o brasil testando menos de 10% dos casos suspeitos de coronavírus e o povo falando que a contaminação tá diminuindo é igualzinho aquele seu tio que nunca vai no médico e fala “só tem doença quem faz exame	;	-1
596	;	o coronavírus surgiu depois dessa conversa https://t.co/u3rgtzy7td'}	;	-1
597	;	osmar terra em áudio para @flaviobolsonaro: 'coronavírus está despencando, é momento de comemorar' 🤦\u200d♂️ https://t.co/9cws59eilv via @guilherme_amado @revistaepoca https://t.co/ch53gyi4yq"}	;	-1
598	;	passando para lembrar que o país que gasta 63 milhões de reais por ano com auxílio paletó é o mesmo em que os profissionais de saúde estão usando saco plástico como epi no enfrentamento do coronavírus. https://t.co/prthfsdx0r	;	1
599	;	primeira-ministra da nova zelândia aceita corte no salário em solidariedade com afetados pela pandemia de coronavírus - mundo - correio da manhã https://t.co/tkywyprlv0	;	-1
600	;	primeira-ministra da nova zel�ndia aceita corte no sal�rio em solidariedade com afetados pela pandemia de coronav�rus - mundo - correio da manh� https://t.co/tkywyprlv0	;	1
